modelo,hiperpar,ks_train,auc_train,ks_val,auc_val,dif_auc,dif_ks
RF,ntrees:400-minobj:100-varstry:100,69.5293146160198,91.74800793297902,33.88111888111889,66.77156177156178,24.976446161417243,35.648195734900916
RF,ntrees:300-minobj:80-varstry:150,72.57405407694425,93.31766499396558,34.592074592074596,66.13053613053613,27.18712886342945,37.981979484869655
RF,ntrees:100-minobj:150-varstry:150,60.047851955366404,87.81221989314474,33.83449883449884,65.25641025641026,22.55580963673448,26.213353120867566
RF,ntrees:100-minobj:140-varstry:150,60.66823350060345,88.20322259628618,37.69230769230769,66.03729603729603,22.16592655899015,22.975925808295756
RF,ntrees:200-minobj:80-varstry:80,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:100-minobj:100-varstry:130,68.54898473395583,91.63720030772053,32.31934731934732,65.60606060606061,26.031139701659924,36.22963741460851
RF,ntrees:400-minobj:150-varstry:140,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:400-minobj:150-varstry:80,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:400-minobj:150-varstry:110,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:100-minobj:110-varstry:50,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
RF,ntrees:100-minobj:120-varstry:120,63.306443075229204,89.4986837183369,34.54545454545455,65.60606060606061,23.892623112276297,28.760988529774657
RF,ntrees:200-minobj:80-varstry:150,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:100-minobj:90-varstry:110,70.14757881809905,92.46578726347512,33.1002331002331,65.08158508158508,27.384202181890046,37.04734571786595
RF,ntrees:100-minobj:110-varstry:120,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
RF,ntrees:200-minobj:100-varstry:60,68.41135742869847,91.5863840719332,36.08391608391608,65.33799533799534,26.24838873393786,32.327441344782386
RF,ntrees:300-minobj:150-varstry:140,61.63162463740499,88.22122001312752,33.12354312354313,65.74592074592076,22.475299267206765,28.50808151386186
RF,ntrees:200-minobj:150-varstry:90,60.63012132376294,88.08500426997537,33.88111888111889,65.03496503496503,23.050039235010345,26.749002442644056
RF,ntrees:300-minobj:120-varstry:150,64.441339007813,90.06260277936579,35.37296037296037,66.35198135198135,23.71062142738444,29.06837863485263
RF,ntrees:200-minobj:50-varstry:100,81.09424294395393,96.50426644646298,36.91142191142192,66.30536130536132,30.198905141101662,44.18282103253201
RF,ntrees:200-minobj:130-varstry:70,63.24927480996845,89.44575013939175,34.61538461538461,64.81351981351982,24.63223032587193,28.633890194583834
RF,ntrees:300-minobj:110-varstry:60,67.67875669609774,90.95047534353893,34.638694638694645,66.5034965034965,24.44697884004242,33.04006205740309
RF,ntrees:300-minobj:50-varstry:50,81.99834847233691,96.5882543917226,36.95804195804197,66.84149184149184,29.746762550230756,45.04030651429495
RF,ntrees:100-minobj:150-varstry:70,60.047851955366404,87.81221989314474,33.83449883449884,65.25641025641026,22.55580963673448,26.213353120867566
RF,ntrees:500-minobj:100-varstry:50,68.68026000973978,91.74518480876863,33.88111888111889,66.94638694638695,24.798797862381676,34.799141128620896
RF,ntrees:200-minobj:70-varstry:120,75.1381566410468,94.41727187391928,37.69230769230769,65.990675990676,28.42659588324328,37.44584894873911
RF,ntrees:200-minobj:80-varstry:100,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:400-minobj:70-varstry:100,76.75792415676808,94.58242464022811,36.20046620046621,66.66666666666666,27.915757973561455,40.557457956301874
RF,ntrees:200-minobj:80-varstry:50,71.70806072540177,93.32048811817599,36.13053613053613,65.66433566433567,27.65615245384032,35.577524594865636
RF,ntrees:500-minobj:140-varstry:100,61.95981282686485,88.74561533521072,33.88111888111889,65.93240093240094,22.813214402809777,28.07869394574596
RF,ntrees:100-minobj:50-varstry:90,81.36314552499523,96.48379879593753,35.96736596736597,67.3892773892774,29.094521406660135,45.39577955762926
RF,ntrees:300-minobj:120-varstry:110,64.441339007813,90.06260277936579,35.37296037296037,66.35198135198135,23.71062142738444,29.06837863485263
RF,ntrees:300-minobj:80-varstry:90,72.57405407694425,93.31766499396558,34.592074592074596,66.13053613053613,27.18712886342945,37.981979484869655
RF,ntrees:200-minobj:150-varstry:110,60.63012132376294,88.08500426997537,33.88111888111889,65.03496503496503,23.050039235010345,26.749002442644056
RF,ntrees:300-minobj:130-varstry:130,63.693916873107625,89.40199171413045,33.88111888111889,65.95571095571096,23.44628075841949,29.812797991988738
RF,ntrees:500-minobj:110-varstry:150,66.6031463719325,90.97164877511699,35.41958041958042,66.81818181818183,24.153466956935162,31.183565952352076
RF,ntrees:500-minobj:80-varstry:140,71.90285629591988,93.39671247185699,34.68531468531469,66.68997668997669,26.706735781880298,37.21754161060519
RF,ntrees:400-minobj:150-varstry:50,60.87573313006839,88.30732530154496,33.12354312354313,65.76923076923077,22.53809453231419,27.75219000652526
RF,ntrees:200-minobj:60-varstry:90,79.26274111245209,95.53875796650362,34.66200466200466,66.03729603729603,29.501461929207593,44.60073645044743
RF,ntrees:400-minobj:130-varstry:80,62.86603569840564,89.48668544044267,33.88111888111889,66.13053613053613,23.35614930990654,28.984916817286752
RF,ntrees:200-minobj:140-varstry:100,62.0169810921256,88.6270441183736,36.15384615384616,65.4079254079254,23.2191187104482,25.863134938279437
RF,ntrees:100-minobj:90-varstry:80,70.14757881809905,92.46578726347512,33.1002331002331,65.08158508158508,27.384202181890046,37.04734571786595
RF,ntrees:100-minobj:110-varstry:150,65.79008659933517,90.6378143372363,34.592074592074596,66.08391608391608,24.553898253320227,31.198012007260573
